Work Id Number,Work Name,Block,Panchayat
202337600223,community building construction work,DANTEWADA,
202537600546,Establishment of Food Processing Unit (Multi Product Food Irrigation Unit Integrated with Cold Chain and Value Addition Infrastructure) in Dantewada District.,DANTEWADA,
202237600250,Supply of education kits for students studying in primary and secondary schools of the district,DANTEWADA,
202437602664,Construction of gallery of operation theatre on the first and second floor of District Hospital Dantewada,DANTEWADA,
202437601530,Ward 11 BT road construction work from Sukhram house to Pawan house.,GEEDAM,
202237600312,Bus stand construction work in Nagarpalika Kirandul,KUWAKONDA,
202437601552,Construction of ward using prefab pop panel (sandwich) on the top floor of District Hospital Dantewada,DANTEWADA,
202437601097,"Footpathway construction work from the Collectorate main gate to the main gate of Danteshwari Mai Ji Temple on Dantewada-Bacheli Kirandul road, Part-04",DANTEWADA,
202437601096,"Footpathway construction work from the Collectorate main gate to the main gate of Danteshwari Mai Ji Temple on Dantewada-Bacheli Kirandul road, Part-03",DANTEWADA,
202437600766,Additional supplementary nutrition work for mid-day meal in secondary schools from 16 June 2024 to 30 April 2025,DANTEWADA,
202437601555,Ward 14 BT road construction work from Kiyachand house to Ghasiram house.,GEEDAM,
202437602182,Construction of BT road from Manjhipara pond to Shivram Ghar in Ward No. 09,DANTEWADA,
202437602183,Construction of BT road from Mohan Ghar to Raman Ghar in Ward No. 12.,DANTEWADA,
202337600486,Beautification work at Budha Talab Barsoor Part-13,GEEDAM,
202337600487,Beautification work at Budha Talab Barsoor Part-Fourteen,GEEDAM,
202337600474,"Beautification work at Budha Talab Barsoor, Part-1",GEEDAM,
202437602662,Construction work of Operation Theatre 04 on the ground floor of District Hospital Dantewada,DANTEWADA,
202437602681,"Construction work of Operation Theatre 03 on the ground floor of District Hospital Dantewada, Part- Two",DANTEWADA,
202437602660,Construction work of Operation Theatre 02 on the ground floor of District Hospital Dantewada,DANTEWADA,
202437602682,"Construction work of Operation Theatre 01 on the ground floor of District Hospital Dantewada, Part-1",DANTEWADA,
202337600491,Beautification work at Budha Talab Barsoor Part-18,GEEDAM,
202337600573,"Necessary work for environmental protection, Bacheli Ward No. 10",KUWAKONDA,
202137600118,Supply of educational tablets for NEET preparation to 70 students studying in class XII in the Biology stream in the district.,DANTEWADA,
202337601320,"Construction work of indoor stadium and ACP, badminton court in Nagar Panchayat-Geedam, Part-1",GEEDAM,
202337600582,Oxygen Zone Construction Work Kirandul Part-9,KUWAKONDA,
202337601282,"CC road construction work from Manas Chowk to Teknar Chowk, Part-2",DANTEWADA,
202237600955,"Shopping complex construction work near Purana Bazaar (Indoor Stadium) of District-Dantewada, Part-2",DANTEWADA,
202237600954,"Construction work of shopping complex near old market (indoor stadium) of district Dantewada, part-one",DANTEWADA,
202337601629,Renovation work in District Library Dantewada,DANTEWADA,
202437601286,Construction work including street light poles for lighting from Nagar Panchayat office to Shaheed Chowk.,GEEDAM,
202437601285,Construction work including street light poles for lighting from main gate Barsoor to Nagar Panchayat office.,GEEDAM,
202237600374,Returning wall and drain construction work in Oxygen Park,KUWAKONDA,
202337601288,"CC road construction work from Manas Chowk to Teknar Chowk, Part-Six",DANTEWADA,
202237600922,"With a view to promote tourism and various development works for livelihood of the local community, Part-15",DANTEWADA,
202237600921,"With a view to promote tourism and various development works for livelihood of the local community, Part-07",DANTEWADA,
202237600913,"With a view to promote tourism and various development works for livelihood of the local community, Part-08",DANTEWADA,
202337600494,"Necessary work for the conservation of the archaeological site, Dantewada Part-2",GEEDAM,
202237600439,Supply of battery operated tricycles for the elderly disabled people of the district,DANTEWADA,
202237600914,"With a view to promote tourism and various development works for livelihood of the local community, Part-09",DANTEWADA,
202437600076,"Operation of Girls/Boys Residential Hostel Kirandul, honorarium nutrition and other necessary works for the year 2024-25.",KUWAKONDA,
202437601836,Payment of honorarium to 30 additional sanitation workers in Dantewada Municipality,DANTEWADA,
202437601847,Construction work of the first floor of Sarva Adivasi Bhawan.,DANTEWADA,
202337601333,Barsur Palli Road to Udenar Road Construction Work Km 41.00 Part-2,GEEDAM,
202337601285,"CC road construction work from Manas Chowk to Teknar Chowk, Part-Four",DANTEWADA,
202337601318,"CC road construction work from Manas Chowk to Teknar Chowk, Part-5",DANTEWADA,
202237600924,"With a view to promote tourism and various development works for livelihood of the local community, Part-17",DANTEWADA,
202337601283,"CC road construction work from Manas Chowk to Teknar Chowk, Part-3",DANTEWADA,
202337601332,Barsur Palli Road to Udenar Road Construction Work Km 41.00 Part-1,GEEDAM,
202337601289,"CC road construction work from Manas Chowk to Teknar Chowk, Part-7",DANTEWADA,
202237600916,"With a view to promote tourism and various development works for livelihood of the local community, Part-20",DANTEWADA,
202437602630,"Purchase of material for students in 127 departmental Dantewada and Geedam Ashram/Hostels operated in the district, Part-01",DANTEWADA,
202437602631,"Purchase of material for students in 127 departmental Kuakonda and Kate Kalyan Ashram/Hostels operated in the district, Part-02",DANTEWADA,
202537600180,"Purchase work of Zip Line, Fiber Panel Climbing Wall, Climbing Equipment, Zip Line Retrieval System for Nagar Palika Barsur Tourist Place",GEEDAM,
202337600484,Beautification work at Budha Talab Barsoor Part-Eleven,GEEDAM,
202337600485,"Beautification work at Budha Talab Barsoor, Part-12",GEEDAM,
202337600483,Beautification work in Budha Talab Barsoor Part-10,GEEDAM,
202437600719,Supply of agricultural equipment-power sprayer and urad seed minikit to 766 farmers of Dantewada and Kuakonda development blocks under Niyyad Nellanar,DANTEWADA,
202337600443,Tube well digging and pump installation work with the aim of promoting agriculture work in Dantewada.,DANTEWADA,
202237600466,Extension of electricity lines in various wards under Dantewada Municipal Council area,DANTEWADA,
202337600479,Beautification work at Budha Talab Barsoor Part-Six,GEEDAM,
202337601290,"CC road construction work from Manas Chowk to Teknar Chowk, Part-8",DANTEWADA,
202537600238,Additional amount for the work of setting up millet processing unit at the district level,DANTEWADA ,
202237600425,Physical Rehabilitation Programme Physical Rehabilitation Centre and supply of artificial limbs and assistive devices operated in District Hospital Dantewada,DANTEWADA,
202437602502,Purchase of 02 Force Ambulances for District Hospital Dantewada,DANTEWADA,
202337600574,Oxygen Zone Construction Work Kirandul Part-I,KUWAKONDA,
202437602789,"Purchase work part-2 of essential materials (mattress, pillow, bed sheet, mosquito net and blanket) for students studying in Pota Cabin operated in the district.",DANTEWADA,
202237600915,"With a view to promote tourism and various development works for livelihood of the local community, Part-18",DANTEWADA,
202237600191,"Material supply work for operation of newly constructed Virology Lab under District Hospital Dantewada, Part-1",DANTEWADA,
202237600919,"With a view to promote tourism and various development works for livelihood of the local community, Part-03",DANTEWADA,
202437601651,Supply of basic materials to 11 primary and 3 primary schools operated under Niyyad Nella Nar.,DANTEWADA,
202537600758,"To improve the quality in the high/higher secondary schools of the district, amount for organizing quarterly, half-yearly, pre-board 01, pre-board 02 and annual examinations in the schools.",DANTEWADA,
202337600489,Beautification work at Budha Talab Barsoor Part-16,GEEDAM,
202337600554,Muktidham construction work Dantewada Part-2,DANTEWADA,
202337601281,CC road construction work from Manas Chowk to Teknar Chowk Part-1,DANTEWADA,
202437602661,Construction work of minor operation theatre on the first floor of District Hospital Dantewada,DANTEWADA,
202437601519,"Packed gardening facing work and paver block installation work in Ward No. 1 to 15 of Nagar Panchayat Barsoor, District Dantewada.",GEEDAM,
202337600553,Muktidham construction work Dantewada Part-1,DANTEWADA,
202437601520,Footpath installation work from Ward No. 12 Naya Nakapara to Nagar Panchayat Office Geedam,GEEDAM,
202237600926,"With a view to promote tourism and various development works for livelihood of the local community, Part-14",DANTEWADA,
202437601614,"Wage incentives to instructors working in the Pota Cabin High School Hostel, KGBV and 50-seater hostels operating in the district (total 8 months from August 2024 to March 2025)",DANTEWADA,
202237600108,Supply work of equipment for fire safety under dense forest area of ​​Dantewada Forest Division.,DANTEWADA,
202237600917,"With a view to promote tourism and various development works for livelihood of the local community, Part-01",DANTEWADA,
202337600559,Muktidham construction work Dantewada Part-6,DANTEWADA,
202337600734,"Necessary work for providing employment opportunities to working women along with housing, Part-7",DANTEWADA,
202337600744,"Necessary work for the accommodation of youth preparing for competitive exams, Part-Seven",DANTEWADA,
202437602900,"Construction of 400 meter synthetic running track at High School Ground, Dantewada",DANTEWADA,
202437601527,Beautification and wall painting work of boundary walls in Ward No. 01 to 14 on both sides of Dantewada Bacheli Road.,DANTEWADA,
202337600581,Oxygen Zone Construction Work Kirandul Part-8,KUWAKONDA,
202537600951,15 Assistant Veterinary Jurisdictional Officers (Contract) Appointment Honorarium.,DANTEWADA,
202537600190,"For the operation of the district hospital system, 450 to 500 outpatient patients come to the hospital for health benefits.",DANTEWADA,
202137600410,"Distribution of agricultural equipment mini rice mill, electric pump (2HP) to the farmers of Gauthan villages along with small marginal, women and forest rights lease holder farmers of the district.",DANTEWADA,
202237600918,"With a view to promote tourism and various development works for livelihood of the local community, Part-02",DANTEWADA,
202537600818,"Repair work of DAV Boys Hostel, Patarras",DANTEWADA,
202437601715,BT road repair work from Forest Depot to near Railway Station in Ward No. 8.,DANTEWADA,
202137600396,"In order to promote agriculture in the development block-Gidam, sprinkler set supply work is being done to forest rights lease holder farmers to expand the irrigation area and encourage organic farming.",GEEDAM,
202137600503,Distribution of hybrid vegetable seed minikits to the farmers of the district,DANTEWADA,
202337600580,Oxygen Zone Construction Work Kirandul Part-7,KUWAKONDA,
202137600425,Supply of assistive devices for the disabled in Dantewada area,DANTEWADA,
202337600490,Beautification work at Budha Talab Barsoor Part-Seventeen,GEEDAM,
202437601717,Repair work of BT road from CRPF DIG office to RPF camp via Nagar Sena office in Ward No. 9 and 10.,DANTEWADA,
202437602212,Procurement of portable ultrasound equipment for mobile sonography ambulance,DANTEWADA,
202337600576,Oxygen Zone Construction Work Kirandul Part-3,KUWAKONDA,
202237600467,"Provision of work for necessary arrangements for various fairs, Madai (Karsad) under Dantewada district for promotion of educational, social and cultural activities of the youth of mining affected areas.",DANTEWADA,
202437602653,"Construction of shops and toilets in the temple premises, Dantewada",DANTEWADA,
202237600647,Supply of material including mosquito nets for bedrooms in residential premises for students studying/residing in Ashrams/Hostels operated in the district.,DANTEWADA,
202237600434,"Tube well mining cum hand pump installation work for drinking water facility in Para Tola Bashats of various villages of the district, Part-2",DANTEWADA,
202437600290,"Drain construction work at Government District Hospital, Dantewada",DANTEWADA,
202337601012,Staff honorarium/nutrition and fund supply work for residential setup for operation of Swami Atmanand School Kirandul,KUWAKONDA,
202537600656,Purchase of basic essential materials for boys/girls hostel in District Education Training Institute (DIET Campus Dantewada).,DANTEWADA,
202337600732,"Necessary work for providing employment opportunities to working women along with housing, Part-Five",DANTEWADA,
202337600242,"Necessary work to provide employment opportunities while promoting tribal and other cultures, Part-Three",DANTEWADA,
202337600742,"Essential work for housing of youth preparing for competitive exams, Part-Five",DANTEWADA,
202137600381,"In order to promote agriculture in development block-Dantewada, sprinkler center supply work is being done to forest rights lease holder farmers to expand the irrigation area and encourage organic farming.",DANTEWADA,
202337600240,"Necessary work to provide employment opportunities while promoting tribal and other cultures, Part-Four",DANTEWADA,
202437601529,Purchase of eagle iron planks for students studying in Pota Cabin hostels,DANTEWADA,
202337600743,"Necessary work for the residence of youth preparing for competitive exams, Part-Six",DANTEWADA,
202337600733,"Necessary work for providing employment opportunities to working women along with housing, Part-Six",DANTEWADA,
202537600030,Renovation work of Boys Hostel DIET Dantewada,DANTEWADA ,
202337600736,"Necessary work for providing employment opportunities to working women along with housing, Part-9",DANTEWADA,
202337600746,"Essential work for the residence of youth preparing for competitive exams, Part-9",DANTEWADA,
202437600437,Supply of aerators and supplementary feed to 20 fish farmers of Dantewada district.,DANTEWADA,
202437601423,Operation room and diagnostic facility room establishment work,DANTEWADA,
202337601321,"Construction of indoor stadium and ACP, badminton court in Nagar Panchayat-Geedam, part-two",GEEDAM,
202337600110,"Renovation work of the building at Swami Atmanand Hindi Medium School, Old Girls Higher Secondary School, Ground Floor, Patarras",DANTEWADA,
202237600618,"Supply of material for running OPD in Pathology Lab under District Hospital-Dantewada, Part-3",DANTEWADA,
202537600045,"Construction of toilets and bathrooms for boys and girls in three residential schools located in Dantewada development block, Mendoli, Godre and Bacheli.",DANTEWADA,
202137600397,"In order to promote agriculture in development block-Gidam, drip irrigation installation work (0.040 ha) for forest rights lease holder farmers to expand the irrigation area and encourage organic farming.",GEEDAM,
202437600685,Establishment of open gyms for students studying from 6th to 12th standard in 25 selected institutions of secondary/high and higher secondary schools in all four development blocks of Dantewada district.,DANTEWADA,
202337601014,Various infrastructure works for conducting health activities in Dantewada district,DANTEWADA,
202537600028,Dantewada: Restoration work of Training Centre building,DANTEWADA ,
202437601634,Conducting skill training and other work in Niyad Nellanar villages of Dantewada district.,DANTEWADA,
202437602535,Distribution of pickup vehicles to the beneficiaries of 3 Gram Panchayats of Dantewada district.,DANTEWADA,
202137600392,Tube well excavation and submersible pump installation work for forest rights lease holder farmers in Development Block-Dantewada,DANTEWADA,
202337600476,"Beautification work in Budha Talab Barsoor, Part-3",GEEDAM,
202337600475,"Beautification work in Budha Talab Barsoor, Part-2",GEEDAM,
202137600169,Coaching work/training work in the Lakshya Competition Centre of the district (students/training work (number of students 34) Part-2,DANTEWADA,
202137600320,Work provided for honorarium of guest teachers and staff in Chhulo Aasman Residential School Girls/Boys Karli and Balud,DANTEWADA,
202437600012,Sunai/Dhecha (green manure) work to promote productivity of organic farming in Dantewada district area.,DANTEWADA,
202137600378,Various works for Nava Dantewada Garment Factory (Denex) Unit 02,DANTEWADA,
202437602025,Installation of hand pumps by digging 16 tube wells in development blocks Katekalyan and Kuakonda.,DANTEWADA,
202437602024,Installation of hand pumps by digging 16 tube wells in Dantewada and Geedam development blocks.,DANTEWADA,
202437600591,Purchase of fire extinguishers in residential schools.,DANTEWADA,
202437602012,Sukanya Samriddhi Yojana program work for girls up to 10 years of age,DANTEWADA,
202237600420,"Renovation work of the building of Swami Atmanand Excellent Hindi Medium School, Dantewada",DANTEWADA,
202437600029,Distribution of grafted mango saplings to the farmers of the district,DANTEWADA,
202437600326,"Ward construction work in the dome shed above the district hospital, Part-02",DANTEWADA,
202437600715,Tube well bore mining work for various wards of Geedam.,GEEDAM,
202437600703,Compound construction work in the newly constructed Primary Health Centre in Ward No. 10,GEEDAM,
202437601894,Sunai seed work to promote organic farming productivity in the district,DANTEWADA,
202137600384,"In order to promote agriculture in development block-Dantewada, drip irrigation installation work (0.040 ha) for forest rights lease holder farmers to expand the irrigation area and encourage organic farming.",DANTEWADA,
202337600731,"Necessary work for providing employment opportunities to working women along with housing, Part-Four",DANTEWADA,
202337600741,"Essential work for the residence of youth preparing for competitive exams, Part-Four",DANTEWADA,
202537600657,"Purchase of essential materials for basic facilities in Choo-Lo Aasman residential complex for girls/boys, Karli and Balud, district Dantewada.",DANTEWADA,
202237600479,Water tank construction work at Chalkipara 300 KL Ward No. 11,GEEDAM,
202337600730,"Necessary work for providing employment opportunities to working women along with housing, Part-3",DANTEWADA,
202337600740,"Essential work for the accommodation of youth preparing for competitive exams, Part-3",DANTEWADA,
202337600569,Muktidham construction work Dantewada Part-8,DANTEWADA,
202437600982,Tubewell mining pump installation work for the farmers of development block Geedam (total-14 farmers),GEEDAM,
202337600728,"Necessary work for housing along with providing employment opportunities to working women, Part-1",DANTEWADA,
202337600738,"Essential work for the residence of youth preparing for competitive exams, Part-1",DANTEWADA,
202437601839,Payment of honorarium to 20 additional sanitation workers in Nagar Panchayat Geedam,GEEDAM,
202337600237,Necessary work to provide employment opportunities while promoting tribal and other cultures Part-1,DANTEWADA,
202437602527,Construction of CC road from culvert to girls hostel in ward no. 9,DANTEWADA,
202237600698,"Provision of honorarium to teachers working in the newly operated Swami Atmanand Government English Medium School, Barsoor in the district.",GEEDAM,
202437601266,Teaching work for degree diploma courses conducted at State Institute of Hotel Management,DANTEWADA,
202337600238,"Necessary work to provide employment opportunities while promoting tribal and other cultures, Part-2",DANTEWADA,
202237600957,Construction work of boundary wall and main gate in indoor stadium of district Dantewada,DANTEWADA,
202337600478,Beautification work in Budha Talab Barsoor Part-Five,GEEDAM,
202337601189,"Construction work of Disabled Rehabilitation Centre under Basic Minimum Service, Dantewada Part-01",DANTEWADA,
202437602145,Beautification development work in the Municipality market of Ward No. 7,GEEDAM,
202337601630,"Renovation work at Mahendra Karma College, Dantewada",DANTEWADA,
202537600123,11 Assistant Veterinary Field Officer contract honorarium payment work,DANTEWADA,
202537600868,GI pipeline extension work in the proposed 10 bore well work from Ward No. 01 to Ward No. 09,DANTEWADA,
202337600358,Tube well mining and pump installation and channel link wire fencing work for livelihood promotion,DANTEWADA,
202137600393,Tube well excavation and submersible pump installation work for forest rights lease holder farmers in Development Block-Gidam,GEEDAM,
202437602648,Renovation work of entrance and corridor,DANTEWADA,
202337600500,Maa Danteshwari High School Ground Construction Work Part-1,DANTEWADA,
202537600869,GI pipeline extension work in the proposed 10 bore well work from Ward No. 10 to Ward No. 18,DANTEWADA,
202437602671,Renovation work of DPRC building and compound wall along with parking shed,DANTEWADA,
202237600252,"Necessary arrangement work for various fairs and fairs (Karsad) under Dantewada district, part-two",DANTEWADA,
202537600684,World Tribal Day on 09 August 2025.,DANTEWADA,
202337600488,Beautification work in Budha Talab Barsoor Part-15,GEEDAM,
202437602428,Room upgradation work at Circuit House Dantewada,DANTEWADA,
202437602837,Coach (instructor) honorarium and infrastructure development and supply of sports material for sports disciplines.,DANTEWADA,
202337600729,"Necessary work for providing employment opportunities to working women along with housing, Part-2",DANTEWADA,
202337600739,"Necessary work for the accommodation of youth preparing for competitive exams, Part-2",DANTEWADA,
202437602649,Renovation work of the blood bank of the district hospital,DANTEWADA,
202337601547,Restoration work of little bird Patarras Dantewada Part-02,DANTEWADA,
202337600578,Oxygen Zone Construction Work Kirandul Part-Five,KUWAKONDA,
202137600237,Supply of fibre scrap to Pota Cabin and Kasturba Gandhi Girls Residential Schools operated in Development Block Geedam,GEEDAM,
202137600236,Supply of fibre scrap to Pota Cabin and Kasturba Gandhi Girls Residential Schools operated in Development Block Dantewada,DANTEWADA,
202437601525,"Purchase of essential items (T-shirts, pants and trek suits) for the students studying in Ponta Cabin operated in the district.",DANTEWADA,
202437601887,IIT Bombay Spoken Tutorial Program work in nine higher secondary schools operating in the district,DANTEWADA,
202437602261,Tent and other arrangements for the World Tribal Day programme,DANTEWADA,
202437601118,"Construction of Sulabh toilet at Ward No. 4 Bus Stand, Dantewada.",DANTEWADA,
202337601292,"CC road construction work from Manas Chowk to Teknar Chowk, Part-10",DANTEWADA,
202437600077,"Operation, honorarium and other necessary work of English Medium School Kirandul for the year 2024-25.",KUWAKONDA,
202537600882,Purchased the much needed assistive devices for the disabled/elderly people.,DANTEWADA ,
202137600405,Providing honorarium to employees for running medical and two-not lab and virology lab in District Hospital Dantewada,DANTEWADA,
202537600887,Strengthening of community club of Dantewada district and other works.,DANTEWADA,
202337600322,"Tube well wiring, planting and vegetable seed supply work to the farmers cultivating in Ward No. 12 Nayapara",DANTEWADA,
202437602703,ECCE Early Childhood Care and Education Pilot Project Three Day Residential Training Work for Anganwadi Workers,DANTEWADA,
202337600577,Oxygen Zone Construction Work Kirandul Part-Four,KUWAKONDA,
202137600480,Necessary infrastructure work at Higher Secondary School-Geedam,GEEDAM,
202437600325,"Ward construction work in the dome shed above the district hospital, Part-01",DANTEWADA,
202437601837,Payment of honorarium to 17 additional sanitation workers in Kirandul Municipality,DANTEWADA,
202537600504,Necessary procurement work for the improvement of Ksheer Sagar Milk Plant,DANTEWADA,
202237600602,"Kodo Kutki Ragi Seed Production Program in Kharif 2022, Supply of Agricultural Inputs to Farmers, Part-1",DANTEWADA,
202537600121,"Work for shifting the electricity connection (11 KV, 33 KV and under CMHO) in the District Hospital Dantewada premises",DANTEWADA,
202437601929,Lighting work in various electric poles under Municipality Kirandul,KUWAKONDA,
202437602742,Construction work of two Muktidham sheds and two waiting rooms in Dantewada,DANTEWADA,
202437602609,Purchase of one water cooler (RO) each for 66 health institutions operating in the district.,DANTEWADA,
202537600663,Construction work of gym building in ward no. 12.,GEEDAM,
202537600876,Construction and repair maintenance work of 55 meter drain and 85 meter boundary wall and matting work in the Science Centre campus of Dantewada district under flood disaster.,DANTEWADA,
202437600349,Assistant Veterinary Field Officer (Contract) Honorarium Supply Work (December 2023 to November 2024),DANTEWADA,
202337600570,Muktidham construction work Dantewada Part-9,DANTEWADA,
202537600239,"Chowpatty construction work in ward number 14, part-02",DANTEWADA,
202337600735,"Necessary work for providing employment opportunities to working women along with housing, Part-8",DANTEWADA,
202337600745,"Necessary work for the residence of youth preparing for competitive exams, Part-8",DANTEWADA,
202337600481,Beautification work at Budha Talab Barsoor Part-8,GEEDAM,
202137600369,Water tank (2000 liter PVC drum) and structure construction work under Geedam development block area (number of beneficiaries-20),GEEDAM,
202137600368,Water tank (2000 liter PVC drum) and structure construction work under Dantewada development block area (number of beneficiaries-20),DANTEWADA,
202437602417,VTP Registration and training operations.,DANTEWADA,
202537600884,"For setting up AI STEM Lab in 04 Government High Schools of the district Potakebin - Chitalur, Gumda, Kuakonda 01, and Mokhpal.",DANTEWADA ,
202337600575,Oxygen Zone Construction Work Kirandul Part-II,KUWAKONDA,
202437602429,Boundary wall and paver block lighting work at Circuit House Dantewada,DANTEWADA,
202337600498,"Necessary work for the preservation and promotion of tribal culture, Part-2",DANTEWADA,
202337600579,Oxygen Zone Construction Work Kirandul Part-Six,KUWAKONDA,
202437600439,Shrimp farming work in the private ponds of 30 fishermen of Dantewada district.,DANTEWADA,
202237600956,Construction work of canteen and main gate near Purana Bazar (Indoor Stadium) of District-Dantewada,DANTEWADA,
202237600029,"Construction of courtyard, paving block and CC pavement on the main road side in the auditorium hall of Dantewada district.",DANTEWADA,
202137600181,DG set installation work for 1000 LPM Oxygen Generation Plant at Covid Hospital-Geedam (MCH),DANTEWADA,
202437601474,Livelihood Skill Development Training Work in District Jail Dantewada,DANTEWADA,
202537600698,Dantewada Municipal Council to purchase 3 tractor engines for water supply and waste management,DANTEWADA,
202537600490,"Skill training work for livelihood employment and self-employment to surrendered Naxal beneficiaries, Naxal affected beneficiaries and most needy beneficiaries of Dantewada district.",DANTEWADA,
202337600567,Muktidham construction work Dantewada Part-4,DANTEWADA,
202437601888,Supply of science books from libraries to students studying in 60 high and higher secondary schools operating under the district.,DANTEWADA,
202337600540,Maa Danteshwari High School Ground Construction Work Part-Five,DANTEWADA,
202537600048,"Construction of toilets and bathrooms for boys and girls in two residential schools located in Kuakonda development block, Kuakonda No. 1 and Palanar.",KUWAKONDA,
202537600867,10 Nos. 150 mm bore pump 3 HP with fittings for work from Ward No. 10 to Ward No. 18,DANTEWADA,
202437601859,"Under the Pradhan Mantri Kaushal Vikas Yojana 4.0, residential training of a total of 240 trainees was conducted in various training programs at Livelihood College, Dantewada.",DANTEWADA,
202337601013,Supply of materials for operation of Swami Atmanand School Kirandul School and Residential Hostel,KUWAKONDA,
202237600603,"Kodo Kutki Ragi Seed Production Program in Kharif 2022, Supply of Agricultural Inputs to Farmers, Part-2",DANTEWADA,
202537600925,Toria crop in the district: Cultivation of oilseed crops especially Toria after paddy in Rabi season. Source work of farmers.,DANTEWADA,
202437601323,Gumti construction work near Shani temple in ward number 14,DANTEWADA,
202137600049,Award work for payment of honorarium for 04 medical specialists in the district for 03 months,DANTEWADA,
202537600526,Chikki supply under Chief Minister's Nutrition Campaign in the month of May 2025 and from July 2025 to September 2025,DANTEWADA,
202337601291,"CC road construction work from Manas Chowk to Teknar Chowk, Part-9",DANTEWADA,
202237600490,"Construction of RCC drain with cover in District Hospital premises, Ward-14",DANTEWADA,
202437600985,Tubewell mining pump installation work for the farmers of development block Dantewada (total-09 farmers),DANTEWADA,
202437601000,Channel link wire fencing work for the farmers of development block Dantewada (total 09 farmers),DANTEWADA,
202537600452,Computer equipment and honorarium payment work for teachers to promote computer education in Pota Cabin Residential Schools and Kasturba Gandhi Girls Residential Schools operated in Dantewada district.,DANTEWADA,
202437601598,Barsur (Pond Beautification) Solar Street Light Installation Work.,GEEDAM,
202337601190,"Construction work of Disabled Rehabilitation Centre under Basic Minimum Service, Dantewada Part-02",DANTEWADA,
202237600958,Construction work of CC approach road in the indoor stadium of Dantewada district,DANTEWADA,
202437601257,"District level ""World Tribal Day"" programme work on 09 August 2024 in Dantewada district.",DANTEWADA,
202437602750,Maintenance Models and Display Units District Museum Dantewada,DANTEWADA,
202337601011,Providing honorarium for teaching and guest teaching positions for the operation of Swami Atmanand School Kirandul.,KUWAKONDA,
202437602594,Supply of agricultural machinery to progressive farmers of the district who practice organic farming.,DANTEWADA,
202537600521,"Administrative approval work regarding appointment of Medical Specialist (ENT) in Health Department, District Dantewada.",DANTEWADA,
202437601422,Poultry chick supply work under poultry promotion in Dantewada district,DANTEWADA,
202437600590,NEET Crash Course 2023-24 coaching work for interested students of class 12th Science stream from Dantewada district,DANTEWADA,
202537600435,"Construction of additional rooms in Gondwana Community Hall, Aurabhata.",DANTEWADA,
202437601480,Tubular pole installation work from Ward No. 15 Sonar Para to Sheetla Mata Temple,GEEDAM,
202437601823,Upgradation of ICU and Maternity Ward,DANTEWADA,
202137600389,Supply of brush cutters for harvesting paddy crops in the fields of marginal and women farmers in the Gothan villages of Development Block-Geedam.,GEEDAM,
202137600388,Supply of brush cutters for harvesting paddy crops in the fields of marginal and women farmers in the Gothan villages of Development Block-Dantewada.,DANTEWADA,
202237600428,Supply work for repair and maintenance of the old filter plant of 1.50 MLD capacity of the body,DANTEWADA,
202137600486,"Assistive devices for disabled persons under Dantewada area, battery operated tricycle, wheel chair with commode, chair stool with commode and hearing aid supply work part-01 (beneficiary number-40)",DANTEWADA,
202337600241,Necessary work to provide employment opportunities while promoting tribal and other cultures. Part-Five,DANTEWADA,
202137600269,Pig rearing/distribution work,GEEDAM,
202437602897,Reagent material purchase work for Hamar Lab and Microbiology Lab in District Hospital Dantewada,DANTEWADA,
202437602525,Block level and district level organizing work of Bastar Olympics 2024,DANTEWADA,
202437601959,Tubular pole installation work from Stadium Chowk to Atal Awas in Ward No.-14,DANTEWADA,
202437600994,"Purchase of necessary material for the convenience of students residing in Jawahar Navodaya Pre-Selection Training Centre at Nanhe Parinde Patarras Dantewada, operated in the district.",DANTEWADA,
202437600984,Tubewell mining pump installation work for the farmers of development block Dantewada and Geedam (total-09 farmers),DANTEWADA,
202437601003,"Channel link wire fencing work for farmers of development blocks Dantewada, Geedam and Katekalyan (total 09 farmers)",DANTEWADA,
202337601253,"Hearing aid supply work for the disabled and elderly people of the district, Part-Six",DANTEWADA,
202237601103,Supply of hearing aids for the disabled/elderly people of the district,DANTEWADA,
202137600602,Supply of essential materials for the ashrams/hostels operating in the district,DANTEWADA,
202537600200,"Purchase of necessary equipment and materials for the 50-bed Maternity and Child Hospital, Geedam, operated under the District Hospital, Dantewada, and the Community Health Center, Geedam, operated in the development block, Geedam.",DANTEWADA,
202237600253,Quail rearing work for generating additional income for the women of the district,GEEDAM,
202437600027,"For 30-30 beneficiaries in villages Karli, Kasoli and Binjam for the purpose of promoting black pepper cultivation in Dantewada district.",DANTEWADA,
202537600240,Purchase of ambulance with hydraulic structure in the district veterinary hospital,DANTEWADA ,
202437601833,Renovation work of Lakshya Coaching Centre in Ward No. 14,DANTEWADA,
202337600668,"Boundary wall construction work, Ward No. 03 Secondary School, Katiyarras",DANTEWADA,
202537600199,"Supply of necessary equipment and materials to the wards and pathology labs of the 24x7 operated health institution, District Hospital Dantewada",DANTEWADA,
202437602077,Work for survey and documentation of plant biodiversity found in the Bailadila hills located in the district,DANTEWADA ,
202137600048,Supply of essential materials for prevention of increasing Covid infection in the district,DANTEWADA,
202437602791,Photography training for field visits of Dantewada District Administration,DANTEWADA,
202537600197,Pending payment contribution amount of cattle farmers of Ksheer Sagar Milk Collection Centre,DANTEWADA,
